2020-06-10 11:10:46,061	scan for alignment to template
2020-06-10 11:14:20,739	cc_file_4align: A200610.111048.dat
2020-06-10 11:14:20,739	Align to template
2020-06-10 11:14:21,065	[dy, dx] = [0. 0.]
2020-06-10 11:14:26,217	const current mode scan
2020-06-10 11:18:00,746	cc: A200610.111428.dat
2020-06-10 11:18:00,747	const height mode scan
2020-06-10 11:32:07,225	ch: A200610.111803.dat
2020-06-10 11:32:07,226	Final template scan
2020-06-10 11:35:41,950	A200610.113209.dat
2020-06-10 11:35:41,950	Done.
2020-06-10 12:11:34,192	Start.******************************
2020-06-10 12:11:34,289	template: A200610.115748.dat
2020-06-10 12:11:34,290	----------
2020-06-10 12:11:34,292	ch_zoff 1.60
2020-06-10 12:11:34,293	ch_bias 0.00
2020-06-10 12:11:34,293	scan for alignment to template
2020-06-10 12:15:08,721	cc_file_4align: A200610.121136.dat
2020-06-10 12:15:08,721	Align to template
2020-06-10 12:15:09,043	[dy, dx] = [2.5 1. ]
2020-06-10 12:15:14,205	const current mode scan
2020-06-10 12:18:48,632	cc: A200610.121516.dat
2020-06-10 12:18:48,633	const height mode scan
2020-06-10 12:32:55,013	ch: A200610.121851.dat
2020-06-10 12:32:55,014	----------
2020-06-10 12:32:55,016	ch_zoff 1.70
2020-06-10 12:32:55,016	ch_bias 0.00
2020-06-10 12:32:55,017	scan for alignment to template
2020-06-10 12:36:29,581	cc_file_4align: A200610.123257.dat
2020-06-10 12:36:29,581	Align to template
2020-06-10 12:36:29,909	[dy, dx] = [ 0. -2.]
2020-06-10 12:36:35,064	const current mode scan
2020-06-10 12:40:09,473	cc: A200610.123637.dat
2020-06-10 12:40:09,473	const height mode scan
2020-06-10 12:54:15,805	ch: A200610.124012.dat
2020-06-10 12:54:15,806	----------
2020-06-10 12:54:15,808	ch_zoff 1.80
2020-06-10 12:54:15,809	ch_bias 0.00
2020-06-10 12:54:15,809	scan for alignment to template
2020-06-10 12:57:50,458	cc_file_4align: A200610.125418.dat
2020-06-10 12:57:50,459	Align to template
2020-06-10 12:57:50,787	[dy, dx] = [ 0. -2.]
2020-06-10 12:57:55,950	const current mode scan
2020-06-10 13:01:30,336	cc: A200610.125758.dat
2020-06-10 13:01:30,336	const height mode scan
2020-06-10 13:15:36,736	ch: A200610.130133.dat
2020-06-10 13:15:36,736	----------
2020-06-10 13:15:36,738	ch_zoff 1.90
2020-06-10 13:15:36,739	ch_bias 0.00
2020-06-10 13:15:36,742	scan for alignment to template
2020-06-10 13:19:11,386	cc_file_4align: A200610.131539.dat
2020-06-10 13:19:11,387	Align to template
2020-06-10 13:19:11,727	[dy, dx] = [-1. -1.]
2020-06-10 13:19:16,874	const current mode scan
2020-06-10 13:22:51,303	cc: A200610.131919.dat
2020-06-10 13:22:51,304	const height mode scan
2020-06-10 19:10:55,768	Start.******************************
2020-06-10 19:10:56,072	template: A200610.190720.dat
2020-06-10 19:10:56,073	----------
2020-06-10 19:10:56,073	ch_zoff 0.00
2020-06-10 19:10:56,074	ch_bias 0.00
2020-06-10 19:10:56,074	scan for alignment to template
2020-06-10 19:14:30,386	cc_file_4align: A200610.191058.dat
2020-06-10 19:14:30,386	Align to template
2020-06-10 19:14:30,886	[dy, dx] = [0. 0.]
2020-06-10 19:14:36,033	const current mode scan
2020-06-10 19:18:10,329	cc: A200610.191438.dat
2020-06-10 19:18:10,329	const height mode scan
2020-06-10 19:32:16,720	ch: A200610.191813.dat
2020-06-10 19:32:16,720	----------
2020-06-10 19:32:16,722	ch_zoff 0.10
2020-06-10 19:32:16,723	ch_bias 0.00
2020-06-10 19:32:16,725	scan for alignment to template
2020-06-10 19:35:51,862	cc_file_4align: A200610.193219.dat
2020-06-10 19:35:51,862	Align to template
2020-06-10 19:35:52,196	[dy, dx] = [ 0. -1.]
2020-06-10 19:35:57,357	const current mode scan
2020-06-10 19:39:31,684	cc: A200610.193559.dat
2020-06-10 19:39:31,684	const height mode scan
2020-06-10 19:53:37,867	ch: A200610.193934.dat
2020-06-10 19:53:37,867	----------
2020-06-10 19:53:37,868	ch_zoff 0.20
2020-06-10 19:53:37,869	ch_bias 0.00
2020-06-10 19:53:37,870	scan for alignment to template
2020-06-10 19:57:12,520	cc_file_4align: A200610.195340.dat
2020-06-10 19:57:12,521	Align to template
2020-06-10 19:57:12,838	[dy, dx] = [-1.5 -1. ]
2020-06-10 19:57:17,993	const current mode scan
2020-06-10 20:00:52,315	cc: A200610.195720.dat
2020-06-10 20:00:52,316	const height mode scan
2020-06-10 20:14:58,537	ch: A200610.200055.dat
2020-06-10 20:14:58,538	----------
2020-06-10 20:14:58,540	ch_zoff 0.30
2020-06-10 20:14:58,541	ch_bias 0.00
2020-06-10 20:14:58,543	scan for alignment to template
2020-06-10 20:18:33,266	cc_file_4align: A200610.201501.dat
2020-06-10 20:18:33,266	Align to template
2020-06-10 20:18:33,599	[dy, dx] = [-1.  0.]
2020-06-10 20:18:38,759	const current mode scan
2020-06-10 20:22:13,157	cc: A200610.201841.dat
2020-06-10 20:22:13,158	const height mode scan
2020-06-10 20:36:19,495	ch: A200610.202216.dat
2020-06-10 20:36:19,496	----------
2020-06-10 20:36:19,497	ch_zoff 0.40
2020-06-10 20:36:19,497	ch_bias 0.00
2020-06-10 20:36:19,498	scan for alignment to template
2020-06-10 20:39:54,125	cc_file_4align: A200610.203622.dat
2020-06-10 20:39:54,125	Align to template
2020-06-10 20:39:54,441	[dy, dx] = [0. 0.]
2020-06-10 20:39:59,589	const current mode scan
2020-06-10 20:43:33,958	cc: A200610.204001.dat
2020-06-10 20:43:33,959	const height mode scan
2020-06-10 20:57:40,227	ch: A200610.204337.dat
2020-06-10 20:57:40,228	----------
2020-06-10 20:57:40,230	ch_zoff 0.50
2020-06-10 20:57:40,230	ch_bias 0.00
2020-06-10 20:57:40,231	scan for alignment to template
2020-06-10 21:01:14,955	cc_file_4align: A200610.205742.dat
2020-06-10 21:01:14,955	Align to template
2020-06-10 21:01:15,267	[dy, dx] = [-0.5 -1. ]
2020-06-10 21:01:20,419	const current mode scan
2020-06-10 21:04:55,102	cc: A200610.210122.dat
2020-06-10 21:04:55,103	const height mode scan
2020-06-10 21:19:03,833	ch: A200610.210459.dat
2020-06-10 21:19:03,834	Final template scan
2020-06-10 21:22:39,886	A200610.211907.dat
2020-06-10 21:22:39,886	Done.
2020-06-10 21:34:21,032	Start.******************************
2020-06-10 21:34:35,691	Start.******************************
2020-06-10 21:34:35,775	template: A200610.213018.dat
2020-06-10 21:34:35,775	----------
2020-06-10 21:34:35,777	ch_zoff 0.20
2020-06-10 21:34:35,778	ch_bias 0.00
2020-06-10 21:34:35,779	scan for alignment to template
2020-06-10 21:38:11,192	cc_file_4align: A200610.213438.dat
2020-06-10 21:38:11,192	Align to template
2020-06-10 21:38:11,537	[dy, dx] = [0. 0.]
2020-06-10 21:38:16,730	const current mode scan
2020-06-10 21:41:51,973	cc: A200610.213819.dat
2020-06-10 21:41:51,974	const height mode scan
2020-06-10 22:09:05,560	Start.******************************
2020-06-10 22:09:05,651	template: A200610.220523.dat
2020-06-10 22:09:05,651	----------
2020-06-10 22:09:05,653	ch_zoff -2.00
2020-06-10 22:09:05,653	ch_bias 0.00
2020-06-10 22:09:05,654	scan for alignment to template
2020-06-10 22:12:40,944	cc_file_4align: A200610.220908.dat
2020-06-10 22:12:40,945	Align to template
2020-06-10 22:12:41,272	[dy, dx] = [0. 0.]
2020-06-10 22:12:46,454	const current mode scan
2020-06-10 22:16:21,998	cc: A200610.221249.dat
2020-06-10 22:16:21,999	const height mode scan
2020-06-10 22:30:29,046	ch: A200610.221626.dat
2020-06-10 22:30:29,047	----------
2020-06-10 22:30:29,048	ch_zoff -1.90
2020-06-10 22:30:29,049	ch_bias 0.00
2020-06-10 22:30:29,049	scan for alignment to template
2020-06-10 22:34:04,815	cc_file_4align: A200610.223032.dat
2020-06-10 22:34:04,815	Align to template
2020-06-10 22:34:05,145	[dy, dx] = [0. 0.]
2020-06-10 22:34:10,383	const current mode scan
2020-06-10 22:37:45,571	cc: A200610.223413.dat
2020-06-10 22:37:45,571	const height mode scan
2020-06-10 22:51:52,632	ch: A200610.223749.dat
2020-06-10 22:51:52,632	----------
2020-06-10 22:51:52,637	ch_zoff -1.80
2020-06-10 22:51:52,640	ch_bias 0.00
2020-06-10 22:51:52,644	scan for alignment to template
2020-06-10 22:55:28,435	cc_file_4align: A200610.225155.dat
2020-06-10 22:55:28,435	Align to template
2020-06-10 22:55:28,781	[dy, dx] = [0. 0.]
2020-06-10 22:55:33,989	const current mode scan
2020-06-10 22:59:09,212	cc: A200610.225536.dat
2020-06-10 22:59:09,213	const height mode scan
2020-06-10 23:13:15,868	ch: A200610.225913.dat
2020-06-10 23:13:15,869	----------
2020-06-10 23:13:15,871	ch_zoff -1.70
2020-06-10 23:13:15,872	ch_bias 0.00
2020-06-10 23:13:15,873	scan for alignment to template
2020-06-10 23:16:50,595	cc_file_4align: A200610.231318.dat
2020-06-10 23:16:50,595	Align to template
2020-06-10 23:16:50,922	[dy, dx] = [0. 0.]
2020-06-10 23:16:56,082	const current mode scan
2020-06-10 23:20:30,214	cc: A200610.231658.dat
2020-06-10 23:20:30,215	const height mode scan
2020-06-10 23:34:35,958	ch: A200610.232033.dat
2020-06-10 23:34:35,959	----------
2020-06-10 23:34:35,961	ch_zoff -1.60
2020-06-10 23:34:35,962	ch_bias 0.00
2020-06-10 23:34:35,963	scan for alignment to template
2020-06-10 23:38:10,516	cc_file_4align: A200610.233438.dat
2020-06-10 23:38:10,517	Align to template
2020-06-10 23:38:10,822	[dy, dx] = [0. 0.]
2020-06-10 23:38:15,971	const current mode scan
2020-06-10 23:41:50,046	cc: A200610.233818.dat
2020-06-10 23:41:50,046	const height mode scan
2020-06-10 23:55:55,757	ch: A200610.234153.dat
2020-06-10 23:55:55,757	----------
2020-06-10 23:55:55,762	ch_zoff -1.50
2020-06-10 23:55:55,762	ch_bias 0.00
2020-06-10 23:55:55,763	scan for alignment to template
2020-06-10 23:59:30,225	cc_file_4align: A200610.235558.dat
2020-06-10 23:59:30,225	Align to template
2020-06-10 23:59:30,539	[dy, dx] = [0. 0.]
2020-06-10 23:59:35,683	const current mode scan
2020-06-11 00:03:09,817	cc: A200610.235937.dat
2020-06-11 00:03:09,818	const height mode scan
2020-06-11 00:17:15,500	ch: A200611.000312.dat
2020-06-11 00:17:15,501	----------
2020-06-11 00:17:15,502	ch_zoff -1.40
2020-06-11 00:17:15,503	ch_bias 0.00
2020-06-11 00:17:15,503	scan for alignment to template
2020-06-11 00:20:50,054	cc_file_4align: A200611.001717.dat
2020-06-11 00:20:50,054	Align to template
2020-06-11 00:20:50,373	[dy, dx] = [0. 0.]
2020-06-11 00:20:55,525	const current mode scan
2020-06-11 00:24:29,638	cc: A200611.002057.dat
2020-06-11 00:24:29,639	const height mode scan
2020-06-11 00:38:35,380	ch: A200611.002432.dat
2020-06-11 00:38:35,380	----------
2020-06-11 00:38:35,383	ch_zoff -1.30
2020-06-11 00:38:35,384	ch_bias 0.00
2020-06-11 00:38:35,386	scan for alignment to template
2020-06-11 00:42:09,886	cc_file_4align: A200611.003837.dat
2020-06-11 00:42:09,886	Align to template
2020-06-11 00:42:10,300	[dy, dx] = [0. 0.]
2020-06-11 00:42:15,441	const current mode scan
2020-06-11 00:45:49,549	cc: A200611.004217.dat
2020-06-11 00:45:49,549	const height mode scan
2020-06-11 00:59:55,215	ch: A200611.004552.dat
2020-06-11 00:59:55,215	----------
2020-06-11 00:59:55,216	ch_zoff -1.20
2020-06-11 00:59:55,217	ch_bias 0.00
2020-06-11 00:59:55,217	scan for alignment to template
2020-06-11 01:03:29,769	cc_file_4align: A200611.005957.dat
2020-06-11 01:03:29,770	Align to template
2020-06-11 01:03:30,094	[dy, dx] = [ 0. -1.]
2020-06-11 01:03:35,241	const current mode scan
2020-06-11 01:07:09,314	cc: A200611.010337.dat
2020-06-11 01:07:09,314	const height mode scan
2020-06-11 01:21:14,990	ch: A200611.010712.dat
2020-06-11 01:21:14,990	----------
2020-06-11 01:21:14,991	ch_zoff -1.10
2020-06-11 01:21:14,992	ch_bias 0.00
2020-06-11 01:21:14,992	scan for alignment to template
2020-06-11 01:24:49,533	cc_file_4align: A200611.012117.dat
2020-06-11 01:24:49,534	Align to template
2020-06-11 01:24:49,834	[dy, dx] = [ 0. -1.]
2020-06-11 01:24:54,984	const current mode scan
2020-06-11 01:28:29,116	cc: A200611.012457.dat
2020-06-11 01:28:29,117	const height mode scan
2020-06-11 01:42:34,930	ch: A200611.012832.dat
2020-06-11 01:42:34,931	----------
2020-06-11 01:42:34,932	ch_zoff -1.00
2020-06-11 01:42:34,933	ch_bias 0.00
2020-06-11 01:42:34,934	scan for alignment to template
2020-06-11 01:46:09,445	cc_file_4align: A200611.014237.dat
2020-06-11 01:46:09,445	Align to template
2020-06-11 01:46:09,751	[dy, dx] = [ 0. -1.]
2020-06-11 01:46:14,895	const current mode scan
2020-06-11 01:49:48,988	cc: A200611.014617.dat
2020-06-11 01:49:48,989	const height mode scan
2020-06-11 02:03:54,660	ch: A200611.014952.dat
2020-06-11 02:03:54,661	----------
2020-06-11 02:03:54,663	ch_zoff -0.90
2020-06-11 02:03:54,664	ch_bias 0.00
2020-06-11 02:03:54,664	scan for alignment to template
2020-06-11 02:07:29,092	cc_file_4align: A200611.020357.dat
2020-06-11 02:07:29,092	Align to template
2020-06-11 02:07:29,417	[dy, dx] = [0. 0.]
2020-06-11 02:07:34,568	const current mode scan
2020-06-11 02:11:08,657	cc: A200611.020736.dat
2020-06-11 02:11:08,658	const height mode scan
2020-06-11 02:25:14,325	ch: A200611.021111.dat
2020-06-11 02:25:14,326	----------
2020-06-11 02:25:14,328	ch_zoff -0.80
2020-06-11 02:25:14,329	ch_bias 0.00
2020-06-11 02:25:14,330	scan for alignment to template
2020-06-11 02:28:48,891	cc_file_4align: A200611.022516.dat
2020-06-11 02:28:48,892	Align to template
2020-06-11 02:28:49,184	[dy, dx] = [0. 0.]
2020-06-11 02:28:54,335	const current mode scan
2020-06-11 02:32:28,507	cc: A200611.022856.dat
2020-06-11 02:32:28,508	const height mode scan
2020-06-11 02:46:34,198	ch: A200611.023231.dat
2020-06-11 02:46:34,199	----------
2020-06-11 02:46:34,200	ch_zoff -0.70
2020-06-11 02:46:34,200	ch_bias 0.00
2020-06-11 02:46:34,201	scan for alignment to template
2020-06-11 02:50:08,687	cc_file_4align: A200611.024636.dat
2020-06-11 02:50:08,688	Align to template
2020-06-11 02:50:08,991	[dy, dx] = [0. 0.]
2020-06-11 02:50:14,141	const current mode scan
2020-06-11 02:53:48,365	cc: A200611.025016.dat
2020-06-11 02:53:48,366	const height mode scan
2020-06-11 03:07:53,973	ch: A200611.025351.dat
2020-06-11 03:07:53,974	----------
2020-06-11 03:07:53,976	ch_zoff -0.60
2020-06-11 03:07:53,977	ch_bias 0.00
2020-06-11 03:07:53,979	scan for alignment to template
2020-06-11 03:11:28,446	cc_file_4align: A200611.030756.dat
2020-06-11 03:11:28,447	Align to template
2020-06-11 03:11:28,761	[dy, dx] = [ 0. -1.]
2020-06-11 03:11:33,912	const current mode scan
2020-06-11 03:15:08,143	cc: A200611.031136.dat
2020-06-11 03:15:08,144	const height mode scan
2020-06-11 03:29:13,801	ch: A200611.031511.dat
2020-06-11 03:29:13,802	----------
2020-06-11 03:29:13,804	ch_zoff -0.50
2020-06-11 03:29:13,804	ch_bias 0.00
2020-06-11 03:29:13,805	scan for alignment to template
2020-06-11 03:32:48,289	cc_file_4align: A200611.032916.dat
2020-06-11 03:32:48,289	Align to template
2020-06-11 03:32:48,597	[dy, dx] = [ 0.  -0.5]
2020-06-11 03:32:53,757	const current mode scan
2020-06-11 03:36:27,829	cc: A200611.033256.dat
2020-06-11 03:36:27,830	const height mode scan
2020-06-11 03:50:33,470	ch: A200611.033631.dat
2020-06-11 03:50:33,471	----------
2020-06-11 03:50:33,472	ch_zoff -0.40
2020-06-11 03:50:33,473	ch_bias 0.00
2020-06-11 03:50:33,474	scan for alignment to template
2020-06-11 03:54:07,956	cc_file_4align: A200611.035036.dat
2020-06-11 03:54:07,957	Align to template
2020-06-11 03:54:08,269	[dy, dx] = [0. 0.]
2020-06-11 03:54:13,421	const current mode scan
2020-06-11 03:57:47,521	cc: A200611.035415.dat
2020-06-11 03:57:47,521	const height mode scan
2020-06-11 04:11:53,218	ch: A200611.035750.dat
2020-06-11 04:11:53,218	----------
2020-06-11 04:11:53,221	ch_zoff -0.30
2020-06-11 04:11:53,222	ch_bias 0.00
2020-06-11 04:11:53,223	scan for alignment to template
2020-06-11 04:15:27,707	cc_file_4align: A200611.041155.dat
2020-06-11 04:15:27,707	Align to template
2020-06-11 04:15:28,025	[dy, dx] = [ 0. -1.]
2020-06-11 04:15:33,172	const current mode scan
2020-06-11 04:19:07,342	cc: A200611.041535.dat
2020-06-11 04:19:07,342	const height mode scan
2020-06-11 04:33:13,033	ch: A200611.041910.dat
2020-06-11 04:33:13,033	----------
2020-06-11 04:33:13,035	ch_zoff -0.20
2020-06-11 04:33:13,035	ch_bias 0.00
2020-06-11 04:33:13,036	scan for alignment to template
2020-06-11 04:36:47,579	cc_file_4align: A200611.043315.dat
2020-06-11 04:36:47,579	Align to template
2020-06-11 04:36:47,881	[dy, dx] = [0. 0.]
2020-06-11 04:36:53,027	const current mode scan
2020-06-11 04:40:27,104	cc: A200611.043655.dat
2020-06-11 04:40:27,104	const height mode scan
2020-06-11 04:54:32,783	ch: A200611.044030.dat
2020-06-11 04:54:32,784	----------
2020-06-11 04:54:32,786	ch_zoff -0.10
2020-06-11 04:54:32,788	ch_bias 0.00
2020-06-11 04:54:32,789	scan for alignment to template
2020-06-11 04:58:07,300	cc_file_4align: A200611.045435.dat
2020-06-11 04:58:07,300	Align to template
2020-06-11 04:58:07,606	[dy, dx] = [0. 0.]
2020-06-11 04:58:12,759	const current mode scan
2020-06-11 05:01:46,855	cc: A200611.045815.dat
2020-06-11 05:01:46,855	const height mode scan
2020-06-11 05:15:52,476	ch: A200611.050150.dat
2020-06-11 05:15:52,476	----------
2020-06-11 05:15:52,478	ch_zoff 0.00
2020-06-11 05:15:52,480	ch_bias 0.00
2020-06-11 05:15:52,481	scan for alignment to template
2020-06-11 05:19:27,011	cc_file_4align: A200611.051555.dat
2020-06-11 05:19:27,011	Align to template
2020-06-11 05:19:27,312	[dy, dx] = [0. 0.]
2020-06-11 05:19:32,466	const current mode scan
2020-06-11 05:23:06,555	cc: A200611.051934.dat
2020-06-11 05:23:06,556	const height mode scan
2020-06-11 05:37:12,645	ch: A200611.052309.dat
2020-06-11 05:37:12,645	----------
2020-06-11 05:37:12,647	ch_zoff 0.10
2020-06-11 05:37:12,649	ch_bias 0.00
2020-06-11 05:37:12,650	scan for alignment to template
2020-06-11 05:40:47,134	cc_file_4align: A200611.053715.dat
2020-06-11 05:40:47,134	Align to template
2020-06-11 05:40:47,447	[dy, dx] = [ 0.  -0.5]
2020-06-11 05:40:52,588	const current mode scan
2020-06-11 05:44:26,678	cc: A200611.054054.dat
2020-06-11 05:44:26,679	const height mode scan
2020-06-11 05:58:32,732	ch: A200611.054429.dat
2020-06-11 05:58:32,732	----------
2020-06-11 05:58:32,735	ch_zoff 0.20
2020-06-11 05:58:32,737	ch_bias 0.00
2020-06-11 05:58:32,738	scan for alignment to template
2020-06-11 06:02:07,202	cc_file_4align: A200611.055835.dat
2020-06-11 06:02:07,202	Align to template
2020-06-11 06:02:07,486	[dy, dx] = [0. 0.]
2020-06-11 06:02:12,636	const current mode scan
2020-06-11 06:05:46,786	cc: A200611.060214.dat
2020-06-11 06:05:46,786	const height mode scan
2020-06-11 06:19:52,800	ch: A200611.060549.dat
2020-06-11 06:19:52,801	----------
2020-06-11 06:19:52,802	ch_zoff 0.30
2020-06-11 06:19:52,802	ch_bias 0.00
2020-06-11 06:19:52,803	scan for alignment to template
2020-06-11 06:23:27,369	cc_file_4align: A200611.061955.dat
2020-06-11 06:23:27,369	Align to template
2020-06-11 06:23:27,670	[dy, dx] = [ 0. -1.]
2020-06-11 06:23:32,810	const current mode scan
2020-06-11 06:27:06,944	cc: A200611.062335.dat
2020-06-11 06:27:06,944	const height mode scan
2020-06-11 06:41:12,957	ch: A200611.062710.dat
2020-06-11 06:41:12,957	----------
2020-06-11 06:41:12,960	ch_zoff 0.40
2020-06-11 06:41:12,960	ch_bias 0.00
2020-06-11 06:41:12,962	scan for alignment to template
2020-06-11 06:44:47,462	cc_file_4align: A200611.064115.dat
2020-06-11 06:44:47,463	Align to template
2020-06-11 06:44:47,766	[dy, dx] = [ 0. -1.]
2020-06-11 06:44:52,919	const current mode scan
2020-06-11 06:48:26,993	cc: A200611.064455.dat
2020-06-11 06:48:26,993	const height mode scan
2020-06-11 07:02:33,105	ch: A200611.064830.dat
2020-06-11 07:02:33,106	----------
2020-06-11 07:02:33,109	ch_zoff 0.50
2020-06-11 07:02:33,111	ch_bias 0.00
2020-06-11 07:02:33,113	scan for alignment to template
2020-06-11 07:06:07,626	cc_file_4align: A200611.070235.dat
2020-06-11 07:06:07,626	Align to template
2020-06-11 07:06:07,932	[dy, dx] = [0. 0.]
2020-06-11 07:06:13,085	const current mode scan
2020-06-11 07:09:47,155	cc: A200611.070615.dat
2020-06-11 07:09:47,155	const height mode scan
2020-06-11 07:23:53,140	ch: A200611.070950.dat
2020-06-11 07:23:53,141	----------
2020-06-11 07:23:53,143	ch_zoff 0.60
2020-06-11 07:23:53,143	ch_bias 0.00
2020-06-11 07:23:53,144	scan for alignment to template
2020-06-11 07:27:27,622	cc_file_4align: A200611.072355.dat
2020-06-11 07:27:27,623	Align to template
2020-06-11 07:27:27,929	[dy, dx] = [ 0.  -0.5]
2020-06-11 07:27:33,073	const current mode scan
2020-06-11 07:31:07,196	cc: A200611.072735.dat
2020-06-11 07:31:07,197	const height mode scan
2020-06-11 07:45:13,664	ch: A200611.073110.dat
2020-06-11 07:45:13,665	----------
2020-06-11 07:45:13,666	ch_zoff 0.70
2020-06-11 07:45:13,668	ch_bias 0.00
2020-06-11 07:45:13,671	scan for alignment to template
2020-06-11 07:48:49,556	cc_file_4align: A200611.074517.dat
2020-06-11 07:48:49,557	Align to template
2020-06-11 07:48:49,895	[dy, dx] = [0. 0.]
2020-06-11 07:48:55,077	const current mode scan
2020-06-11 07:52:30,241	cc: A200611.074857.dat
2020-06-11 07:52:30,242	const height mode scan
2020-06-11 08:06:37,880	ch: A200611.075234.dat
2020-06-11 08:06:37,881	----------
2020-06-11 08:06:37,883	ch_zoff 0.80
2020-06-11 08:06:37,886	ch_bias 0.00
2020-06-11 08:06:37,888	scan for alignment to template
2020-06-11 08:10:13,931	cc_file_4align: A200611.080641.dat
2020-06-11 08:10:13,931	Align to template
2020-06-11 08:10:14,273	[dy, dx] = [0. 0.]
2020-06-11 08:10:19,479	const current mode scan
2020-06-11 08:13:54,741	cc: A200611.081022.dat
2020-06-11 08:13:54,742	const height mode scan
2020-06-11 08:28:02,639	ch: A200611.081359.dat
2020-06-11 08:28:02,639	----------
2020-06-11 08:28:02,643	ch_zoff 0.90
2020-06-11 08:28:02,645	ch_bias 0.00
2020-06-11 08:28:02,650	scan for alignment to template
2020-06-11 08:31:38,591	cc_file_4align: A200611.082806.dat
2020-06-11 08:31:38,592	Align to template
2020-06-11 08:31:38,907	[dy, dx] = [0. 0.]
2020-06-11 08:31:44,089	const current mode scan
2020-06-11 08:35:19,286	cc: A200611.083147.dat
2020-06-11 08:35:19,287	const height mode scan
2020-06-11 08:49:26,985	ch: A200611.083523.dat
2020-06-11 08:49:26,986	----------
2020-06-11 08:49:26,989	ch_zoff 1.00
2020-06-11 08:49:26,991	ch_bias 0.00
2020-06-11 08:49:26,995	scan for alignment to template
2020-06-11 08:53:02,894	cc_file_4align: A200611.084930.dat
2020-06-11 08:53:02,895	Align to template
2020-06-11 08:53:03,221	[dy, dx] = [0. 0.]
2020-06-11 08:53:08,433	const current mode scan
2020-06-11 08:56:43,755	cc: A200611.085311.dat
2020-06-11 08:56:43,756	const height mode scan
2020-06-11 09:10:51,356	ch: A200611.085647.dat
2020-06-11 09:10:51,357	Final template scan
2020-06-11 09:14:27,261	A200611.091054.dat
2020-06-11 09:14:27,261	Done.
2020-06-11 09:34:53,673	Start.******************************
2020-06-11 09:34:53,969	template: A200611.093114.dat
2020-06-11 09:34:53,970	----------
2020-06-11 09:34:53,972	ch_zoff -1.50
2020-06-11 09:34:53,975	ch_bias 0.00
2020-06-11 09:34:53,976	scan for alignment to template
2020-06-11 09:38:29,238	cc_file_4align: A200611.093456.dat
2020-06-11 09:38:29,239	Align to template
2020-06-11 09:38:30,070	[dy, dx] = [0.5 0. ]
2020-06-11 09:38:35,285	const current mode scan
2020-06-11 09:42:10,422	cc: A200611.093838.dat
2020-06-11 09:42:10,422	const height mode scan
2020-06-11 09:56:17,543	ch: A200611.094214.dat
2020-06-11 09:56:17,544	----------
2020-06-11 09:56:17,546	ch_zoff -1.40
2020-06-11 09:56:17,549	ch_bias 0.00
2020-06-11 09:56:17,550	scan for alignment to template
2020-06-11 09:59:53,215	cc_file_4align: A200611.095621.dat
2020-06-11 09:59:53,215	Align to template
2020-06-11 09:59:53,818	[dy, dx] = [1.5 0. ]
